Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Quarter
4303,CA-2014-123253,22-08-2014,25-08-2014,Second Class,DE-13255,Deanra Eno,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.911999941,1,0.200000003,1.0269,2014,8,3
4304,CA-2016-121601,04-10-2016,04-10-2016,Same Day,MO-17500,Mary O'Rourke,Consumer,United States,The Colony,Texas,75056,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.7519989,7,0.200000003,19.4194,2016,10,4
4305,CA-2014-162278,26-10-2014,30-10-2014,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.91999817,4,0,3.196,2014,10,4
4306,CA-2014-162278,26-10-2014,30-10-2014,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000526,Technology,Phones,Vtech CS6719,383.9599915,5,0.200000003,38.396,2014,10,4
4307,CA-2016-161095,28-06-2016,28-06-2016,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.751999855,3,0.200000003,2.8101,2016,6,2
4308,CA-2016-161095,28-06-2016,28-06-2016,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.56800079,2,0.200000003,11.7488,2016,6,2
4309,CA-2014-125829,04-11-2014,11-11-2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.3439941,7,0.200000003,66.6344,2014,11,4
4310,CA-2014-125829,04-11-2014,11-11-2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.7280273,4,0.200000003,-64.5444,2014,11,4
4311,CA-2014-125829,04-11-2014,11-11-2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,21.93600082,3,0.200000003,8.226,2014,11,4
4312,CA-2014-125829,04-11-2014,11-11-2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,19.44000053,3,0,9.3312,2014,11,4
4313,CA-2014-125829,04-11-2014,11-11-2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.9679871,4,0.200000003,139.99,2014,11,4
4314,CA-2014-123127,08-09-2014,12-09-2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Long Beach,New York,11561,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78000069,2,0,4.195,2014,9,3
4315,CA-2015-115945,25-06-2015,01-07-2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,20.95999908,2,0,5.24,2015,6,2
4316,CA-2015-115945,25-06-2015,01-07-2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.7519989,3,0.200000003,27.735,2015,6,2
4317,CA-2015-115945,25-06-2015,01-07-2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,304.230011,3,0,9.1269,2015,6,2
4318,CA-2015-136735,26-07-2015,02-08-2015,Standard Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,167.8600006,2,0,78.8942,2015,7,3
4319,US-2017-136189,07-12-2017,11-12-2017,Standard Class,DC-13285,Debra Catini,Consumer,United States,Richmond,Virginia,23223,South,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,82.37999725,6,0,25.5378,2017,12,4
4320,CA-2014-152345,29-12-2014,03-01-2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.97599983,3,0.200000003,-5.6943,2014,12,4
4321,CA-2014-152345,29-12-2014,03-01-2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29000092,1,0,7.9896,2014,12,4
4322,US-2015-147662,14-02-2015,19-02-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.95199966,2,0.699999988,-11.9616,2015,2,1
4323,US-2015-147662,14-02-2015,19-02-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,323.9819946,3,0.400000006,-80.9955,2015,2,1
4324,US-2015-147662,14-02-2015,19-02-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286000013,2,0.699999988,-1.6764,2015,2,1
4325,US-2015-147662,14-02-2015,19-02-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,14.35200024,3,0.200000003,0.897,2015,2,1
4326,US-2015-147662,14-02-2015,19-02-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,71.97599792,3,0.200000003,0.8997,2015,2,1
4327,CA-2016-153346,25-01-2016,27-01-2016,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.210000038,3,0,2.3025,2016,1,1
4328,CA-2016-153346,25-01-2016,27-01-2016,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18,5,0,8.28,2016,1,1
4329,CA-2017-118360,01-04-2017,07-04-2017,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,New York,10011,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93000031,9,0,19.3185,2017,4,2
4330,CA-2017-149853,03-10-2017,09-10-2017,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,15.55200005,3,0.200000003,5.4432,2017,10,4
4331,CA-2017-149853,03-10-2017,09-10-2017,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92000008,5,0.200000003,1.12,2017,10,4
4332,CA-2017-107909,01-09-2017,06-09-2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,98052,West,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.98999977,1,0,6.7966,2017,9,3
4333,CA-2017-107909,01-09-2017,06-09-2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,98052,West,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92000008,5,0.200000003,8.022,2017,9,3
4334,CA-2015-112375,21-12-2015,27-12-2015,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114,South,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,50.88000107,6,0.200000003,14.628,2015,12,4
4335,CA-2015-112375,21-12-2015,27-12-2015,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114,South,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.31200027,2,0.200000003,9.2178,2015,12,4
4336,CA-2015-154795,20-12-2015,24-12-2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.920000076,1,0.200000003,2.772,2015,12,4
4337,CA-2015-154795,20-12-2015,24-12-2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.36800003,2,0.200000003,3.9512,2015,12,4
4338,CA-2015-125234,27-11-2015,01-12-2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.9700012,3,0,22.6737,2015,11,4
4339,CA-2015-125234,27-11-2015,01-12-2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.8199997,3,0,53.4954,2015,11,4
4340,CA-2017-133501,27-08-2017,01-09-2017,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Franklin,Tennessee,37064,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,5.184000015,1,0.200000003,1.8144,2017,8,3
4341,US-2014-129609,22-03-2014,22-03-2014,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Portage,Indiana,46368,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28000069,2,0,6.512,2014,3,1
4342,CA-2017-130309,17-12-2017,21-12-2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.3800049,3,0,157.8702,2017,12,4
4343,CA-2017-105410,19-03-2017,22-03-2017,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.8239994,6,0.200000003,6.6906,2017,3,1
4344,CA-2017-105410,19-03-2017,22-03-2017,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,657.5040283,6,0.200000003,-131.5008,2017,3,1
4345,CA-2017-105410,19-03-2017,22-03-2017,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54000092,2,0,10.9494,2017,3,1
4346,CA-2017-105410,19-03-2017,22-03-2017,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,199.9600067,4,0,85.9828,2017,3,1
4347,CA-2016-120355,18-09-2016,25-09-2016,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,631.7819824,2,0.100000001,140.396,2016,9,3
4348,CA-2016-120355,18-09-2016,25-09-2016,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,60.72000122,3,0,26.1096,2016,9,3
4349,CA-2017-169894,24-11-2017,29-11-2017,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.72400093,2,0.699999988,-15.1976,2017,11,4
4350,CA-2017-169894,24-11-2017,29-11-2017,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.8720093,8,0.200000003,-41.5872,2017,11,4
4351,US-2017-100482,11-04-2017,15-04-2017,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.76799965,2,0.200000003,1.4672,2017,4,2
4352,US-2017-100482,11-04-2017,15-04-2017,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,43130,East,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,27.12000084,2,0.200000003,-4.746,2017,4,2
4353,CA-2017-107748,10-12-2017,12-12-2017,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.83999634,4,0.200000003,34.742,2017,12,4
4354,CA-2017-107748,10-12-2017,12-12-2017,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,12.96000004,2,0,6.2208,2017,12,4
4355,CA-2017-153654,24-11-2017,26-11-2017,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Asheville,North Carolina,28806,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.00799942,8,0.699999988,-12.672,2017,11,4
4356,CA-2015-155600,04-12-2015,07-12-2015,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1598.057983,7,0.699999988,-1065.372,2015,12,4
4357,CA-2015-155600,04-12-2015,07-12-2015,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,36.95999908,4,0.200000003,12.012,2015,12,4
4358,CA-2017-162565,11-12-2017,11-12-2017,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.36800003,2,0.200000003,3.6288,2017,12,4
4359,CA-2017-162565,11-12-2017,11-12-2017,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505,Central,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,77.72000122,1,0.600000024,-66.062,2017,12,4
4360,CA-2017-162565,11-12-2017,11-12-2017,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.4639893,2,0.300000012,-14.8704,2017,12,4
4361,CA-2016-127642,21-05-2016,23-05-2016,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.9599991,2,0,54.8604,2016,5,2
4362,US-2017-163195,17-02-2017,21-02-2017,Second Class,LL-16840,Lauren Leatherbury,Consumer,United States,Lafayette,Louisiana,70506,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.15999985,3,0,8.4564,2017,2,1
4363,CA-2017-111332,20-05-2017,22-05-2017,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.9400024,3,0,35.6238,2017,5,2
4364,CA-2017-111332,20-05-2017,22-05-2017,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92000008,4,0,8.2944,2017,5,2
4365,CA-2017-111332,20-05-2017,22-05-2017,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.7600098,4,0,162.0948,2017,5,2
4366,CA-2017-111332,20-05-2017,22-05-2017,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,7.409999847,3,0,3.4827,2017,5,2
4367,CA-2017-111332,20-05-2017,22-05-2017,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,10,0,7.095,2017,5,2
4368,CA-2017-117044,11-09-2017,13-09-2017,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,10.52799988,4,0.200000003,3.29,2017,9,3
4369,CA-2017-117044,11-09-2017,13-09-2017,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.54400063,6,0.200000003,6.42,2017,9,3
4370,US-2016-165078,05-11-2016,10-11-2016,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9000015,5,0,50.352,2016,11,4
4371,US-2016-165078,05-11-2016,10-11-2016,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68000031,2,0,16.2688,2016,11,4
4372,US-2016-165078,05-11-2016,10-11-2016,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-LA-10000414,Office Supplies,Labels,Avery 503,51.75,5,0,24.84,2016,11,4
4373,US-2017-169320,23-07-2017,25-07-2017,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,Indiana,46514,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68000031,2,0,5.4896,2017,7,3
4374,US-2017-169320,23-07-2017,25-07-2017,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,Indiana,46514,Central,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75,5,0,11.1825,2017,7,3
4375,CA-2016-158575,18-11-2016,24-11-2016,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Kent,Ohio,44240,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.9680023,6,0.200000003,16.8948,2016,11,4
4376,CA-2014-166954,25-04-2014,30-04-2014,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,0,63.6825,2014,4,2
4377,CA-2014-166954,25-04-2014,30-04-2014,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.7200012,3,0,78.5088,2014,4,2
4378,CA-2014-166954,25-04-2014,30-04-2014,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.040039,5,0.200000003,148.704,2014,4,2
4379,CA-2015-140830,30-11-2015,02-12-2015,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.47999954,2,0,8.2156,2015,11,4
4380,CA-2015-140830,30-11-2015,02-12-2015,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.87999725,2,0,32.346,2015,11,4
4381,CA-2015-152891,25-10-2015,30-10-2015,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45000076,3,0,16.3215,2015,10,4
4382,CA-2015-152891,25-10-2015,30-10-2015,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,253.1759949,3,0.200000003,-31.647,2015,10,4
4383,US-2015-122784,20-07-2015,27-07-2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.880000114,5,0.800000012,-4.464,2015,7,3
4384,US-2015-122784,20-07-2015,27-07-2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.9440002,4,0.300000012,-126.4816,2015,7,3
4385,US-2015-122784,20-07-2015,27-07-2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.5839996,2,0.200000003,13.4386,2015,7,3
4386,US-2015-122784,20-07-2015,27-07-2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.4299927,5,0.300000012,-52.196,2015,7,3
4387,CA-2016-156811,27-10-2016,02-11-2016,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.91999817,4,0,11.8584,2016,10,4
4388,CA-2016-156811,27-10-2016,02-11-2016,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.03199959,3,0.200000003,7.8225,2016,10,4
4389,CA-2017-111556,20-11-2017,22-11-2017,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.75999832,7,0,22.4448,2017,11,4
4390,CA-2017-111556,20-11-2017,22-11-2017,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.9680023,2,0.200000003,-25.2956,2017,11,4
4391,CA-2017-111556,20-11-2017,22-11-2017,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.969971,3,0,327.5922,2017,11,4
4392,CA-2017-111556,20-11-2017,22-11-2017,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97000122,3,0,19.3116,2017,11,4
4393,CA-2016-108868,08-09-2016,12-09-2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,75081,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.36799622,2,0.200000003,6.1572,2016,9,3
4394,CA-2016-108868,08-09-2016,12-09-2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.95999908,5,0.200000003,21.7355,2016,9,3
4395,CA-2014-142965,20-07-2014,20-07-2014,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.98399925,1,0.200000003,-5.1968,2014,7,3
4396,CA-2014-142965,20-07-2014,20-07-2014,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36000061,3,0.699999988,-21.888,2014,7,3
4397,CA-2016-148740,15-11-2016,19-11-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.3760071,2,0.200000003,27.1032,2016,11,4
4398,US-2014-138758,07-07-2014,11-07-2014,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.1860046,2,0.300000012,-46.7362,2014,7,3
4399,US-2014-138758,07-07-2014,11-07-2014,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.00800323,2,0.200000003,12.0764,2014,7,3
4400,CA-2016-131737,17-03-2016,17-03-2016,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.8999939,5,0,89.955,2016,3,1
4401,CA-2016-131737,17-03-2016,17-03-2016,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.9500122,3,0,297.6435,2016,3,1
4402,CA-2016-131737,17-03-2016,17-03-2016,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.5,5,0,252.59,2016,3,1
4403,CA-2016-114538,26-12-2016,27-12-2016,First Class,RC-19825,Roy Collins,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,11.32800007,2,0.200000003,2.5488,2016,12,4
4404,CA-2014-127936,02-09-2014,04-09-2014,First Class,CL-12565,Clay Ludtke,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.23999977,3,0,8.0712,2014,9,3
